timestamp,message
1736766914176,"{""time"":""2025-01-13T11:15:14.176Z"",""type"":""platform.start"",""record"":{""requestId"":""956ea798-022f-4c79-9161-e6f3a2424c8a"",""version"":""$LATEST""}}"
1736766914177,"{""timestamp"": ""2025-01-13T11:15:14Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""956ea798-022f-4c79-9161-e6f3a2424c8a""}
"
1736766914178,"{""timestamp"": ""2025-01-13T11:15:14Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:14.177537\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.41\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""956ea798-022f-4c79-9161-e6f3a2424c8a""}
"
1736766914296,"{""timestamp"": ""2025-01-13T11:15:14Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""956ea798-022f-4c79-9161-e6f3a2424c8a""}
"
1736766914297,"{""time"":""2025-01-13T11:15:14.297Z"",""type"":""platform.report"",""record"":{""requestId"":""956ea798-022f-4c79-9161-e6f3a2424c8a"",""metrics"":{""durationMs"":120.475,""billedDurationMs"":121,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766923296,"{""time"":""2025-01-13T11:15:23.296Z"",""type"":""platform.start"",""record"":{""requestId"":""12575774-4a89-4a8d-8c07-d664e5558378"",""version"":""$LATEST""}}"
1736766923297,"{""timestamp"": ""2025-01-13T11:15:23Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""12575774-4a89-4a8d-8c07-d664e5558378""}
"
1736766923298,"{""timestamp"": ""2025-01-13T11:15:23Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:23.297816\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.39\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""ap-southeast-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""12575774-4a89-4a8d-8c07-d664e5558378""}
"
1736766923423,"{""timestamp"": ""2025-01-13T11:15:23Z"", ""level"": ""INFO"", ""message"": ""Request through ap-southeast-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""12575774-4a89-4a8d-8c07-d664e5558378""}
"
1736766923424,"{""time"":""2025-01-13T11:15:23.424Z"",""type"":""platform.report"",""record"":{""requestId"":""12575774-4a89-4a8d-8c07-d664e5558378"",""metrics"":{""durationMs"":127.567,""billedDurationMs"":128,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766930255,"{""time"":""2025-01-13T11:15:30.255Z"",""type"":""platform.start"",""record"":{""requestId"":""743d52e0-bb3e-45ce-b772-6863ff558732"",""version"":""$LATEST""}}"
1736766930255,"{""timestamp"": ""2025-01-13T11:15:30Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""743d52e0-bb3e-45ce-b772-6863ff558732""}
"
1736766930307,"{""timestamp"": ""2025-01-13T11:15:30Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:30.255981\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-west-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""743d52e0-bb3e-45ce-b772-6863ff558732""}
"
1736766930433,"{""timestamp"": ""2025-01-13T11:15:30Z"", ""level"": ""INFO"", ""message"": ""Request through eu-west-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""743d52e0-bb3e-45ce-b772-6863ff558732""}
"
1736766930434,"{""time"":""2025-01-13T11:15:30.434Z"",""type"":""platform.report"",""record"":{""requestId"":""743d52e0-bb3e-45ce-b772-6863ff558732"",""metrics"":{""durationMs"":179.207,""billedDurationMs"":180,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766937646,"{""time"":""2025-01-13T11:15:37.646Z"",""type"":""platform.start"",""record"":{""requestId"":""f99d2766-834e-4bd2-9d7d-64da4a562f19"",""version"":""$LATEST""}}"
1736766937647,"{""timestamp"": ""2025-01-13T11:15:37Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""f99d2766-834e-4bd2-9d7d-64da4a562f19""}
"
1736766937647,"{""timestamp"": ""2025-01-13T11:15:37Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:37.647195\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.39\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""f99d2766-834e-4bd2-9d7d-64da4a562f19""}
"
1736766937761,"{""timestamp"": ""2025-01-13T11:15:37Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""f99d2766-834e-4bd2-9d7d-64da4a562f19""}
"
1736766937762,"{""time"":""2025-01-13T11:15:37.762Z"",""type"":""platform.report"",""record"":{""requestId"":""f99d2766-834e-4bd2-9d7d-64da4a562f19"",""metrics"":{""durationMs"":115.792,""billedDurationMs"":116,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766945058,"{""time"":""2025-01-13T11:15:45.058Z"",""type"":""platform.start"",""record"":{""requestId"":""71de348a-6040-4327-b495-00e9cd27db7d"",""version"":""$LATEST""}}"
1736766945058,"{""timestamp"": ""2025-01-13T11:15:45Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""71de348a-6040-4327-b495-00e9cd27db7d""}
"
1736766945059,"{""timestamp"": ""2025-01-13T11:15:45Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:45.059033\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""us-west-2\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""71de348a-6040-4327-b495-00e9cd27db7d""}
"
1736766945176,"{""timestamp"": ""2025-01-13T11:15:45Z"", ""level"": ""INFO"", ""message"": ""Request through us-west-2 successful with status 200"", ""logger"": ""root"", ""requestId"": ""71de348a-6040-4327-b495-00e9cd27db7d""}
"
1736766945177,"{""time"":""2025-01-13T11:15:45.177Z"",""type"":""platform.report"",""record"":{""requestId"":""71de348a-6040-4327-b495-00e9cd27db7d"",""metrics"":{""durationMs"":119.084,""billedDurationMs"":120,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766954252,"{""time"":""2025-01-13T11:15:54.252Z"",""type"":""platform.start"",""record"":{""requestId"":""d372ba97-2b3d-46b8-9f89-9a8c35050968"",""version"":""$LATEST""}}"
1736766954253,"{""timestamp"": ""2025-01-13T11:15:54Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""d372ba97-2b3d-46b8-9f89-9a8c35050968""}
"
1736766954253,"{""timestamp"": ""2025-01-13T11:15:54Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:15:54.253144\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.41\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""d372ba97-2b3d-46b8-9f89-9a8c35050968""}
"
1736766954315,"{""timestamp"": ""2025-01-13T11:15:54Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""d372ba97-2b3d-46b8-9f89-9a8c35050968""}
"
1736766954316,"{""time"":""2025-01-13T11:15:54.316Z"",""type"":""platform.report"",""record"":{""requestId"":""d372ba97-2b3d-46b8-9f89-9a8c35050968"",""metrics"":{""durationMs"":64.348,""billedDurationMs"":65,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766963040,"{""time"":""2025-01-13T11:16:03.040Z"",""type"":""platform.start"",""record"":{""requestId"":""ad100763-b1c5-4e48-97bc-345f51445256"",""version"":""$LATEST""}}"
1736766963041,"{""timestamp"": ""2025-01-13T11:16:03Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""ad100763-b1c5-4e48-97bc-345f51445256""}
"
1736766963095,"{""timestamp"": ""2025-01-13T11:16:03Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:03.041515\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""ad100763-b1c5-4e48-97bc-345f51445256""}
"
1736766963157,"{""timestamp"": ""2025-01-13T11:16:03Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""ad100763-b1c5-4e48-97bc-345f51445256""}
"
1736766963158,"{""time"":""2025-01-13T11:16:03.158Z"",""type"":""platform.report"",""record"":{""requestId"":""ad100763-b1c5-4e48-97bc-345f51445256"",""metrics"":{""durationMs"":117.491,""billedDurationMs"":118,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766970732,"{""time"":""2025-01-13T11:16:10.732Z"",""type"":""platform.start"",""record"":{""requestId"":""142f8991-ea47-4240-9121-790898d30328"",""version"":""$LATEST""}}"
1736766970733,"{""timestamp"": ""2025-01-13T11:16:10Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""142f8991-ea47-4240-9121-790898d30328""}
"
1736766970733,"{""timestamp"": ""2025-01-13T11:16:10Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:10.733264\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""ap-southeast-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""142f8991-ea47-4240-9121-790898d30328""}
"
1736766970855,"{""timestamp"": ""2025-01-13T11:16:10Z"", ""level"": ""INFO"", ""message"": ""Request through ap-southeast-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""142f8991-ea47-4240-9121-790898d30328""}
"
1736766970856,"{""time"":""2025-01-13T11:16:10.856Z"",""type"":""platform.report"",""record"":{""requestId"":""142f8991-ea47-4240-9121-790898d30328"",""metrics"":{""durationMs"":124.075,""billedDurationMs"":125,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766979292,"{""time"":""2025-01-13T11:16:19.292Z"",""type"":""platform.start"",""record"":{""requestId"":""b93a4bd2-6d65-43b1-ae45-029eb7c7e5c3"",""version"":""$LATEST""}}"
1736766979292,"{""timestamp"": ""2025-01-13T11:16:19Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""b93a4bd2-6d65-43b1-ae45-029eb7c7e5c3""}
"
1736766979293,"{""timestamp"": ""2025-01-13T11:16:19Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:19.292900\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.41\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""b93a4bd2-6d65-43b1-ae45-029eb7c7e5c3""}
"
1736766979360,"{""timestamp"": ""2025-01-13T11:16:19Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""b93a4bd2-6d65-43b1-ae45-029eb7c7e5c3""}
"
1736766979361,"{""time"":""2025-01-13T11:16:19.361Z"",""type"":""platform.report"",""record"":{""requestId"":""b93a4bd2-6d65-43b1-ae45-029eb7c7e5c3"",""metrics"":{""durationMs"":68.986,""billedDurationMs"":69,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766986740,"{""time"":""2025-01-13T11:16:26.740Z"",""type"":""platform.start"",""record"":{""requestId"":""1159b56c-a512-4764-9ceb-7e4b29b0874f"",""version"":""$LATEST""}}"
1736766986740,"{""timestamp"": ""2025-01-13T11:16:26Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""1159b56c-a512-4764-9ceb-7e4b29b0874f""}
"
1736766986741,"{""timestamp"": ""2025-01-13T11:16:26Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:26.740642\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-west-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""1159b56c-a512-4764-9ceb-7e4b29b0874f""}
"
1736766986861,"{""timestamp"": ""2025-01-13T11:16:26Z"", ""level"": ""INFO"", ""message"": ""Request through eu-west-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""1159b56c-a512-4764-9ceb-7e4b29b0874f""}
"
1736766986862,"{""time"":""2025-01-13T11:16:26.862Z"",""type"":""platform.report"",""record"":{""requestId"":""1159b56c-a512-4764-9ceb-7e4b29b0874f"",""metrics"":{""durationMs"":122.571,""billedDurationMs"":123,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736766994125,"{""time"":""2025-01-13T11:16:34.125Z"",""type"":""platform.start"",""record"":{""requestId"":""76c40b4e-96be-4415-ae29-f1ffc3163bf4"",""version"":""$LATEST""}}"
1736766994125,"{""timestamp"": ""2025-01-13T11:16:34Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""76c40b4e-96be-4415-ae29-f1ffc3163bf4""}
"
1736766994187,"{""timestamp"": ""2025-01-13T11:16:34Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:34.125797\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""76c40b4e-96be-4415-ae29-f1ffc3163bf4""}
"
1736766994250,"{""timestamp"": ""2025-01-13T11:16:34Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""76c40b4e-96be-4415-ae29-f1ffc3163bf4""}
"
1736766994251,"{""time"":""2025-01-13T11:16:34.251Z"",""type"":""platform.report"",""record"":{""requestId"":""76c40b4e-96be-4415-ae29-f1ffc3163bf4"",""metrics"":{""durationMs"":126.758,""billedDurationMs"":127,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736767003320,"{""time"":""2025-01-13T11:16:43.320Z"",""type"":""platform.start"",""record"":{""requestId"":""ced98efb-a318-4d60-9e66-242f966bf1ca"",""version"":""$LATEST""}}"
1736767003321,"{""timestamp"": ""2025-01-13T11:16:43Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""ced98efb-a318-4d60-9e66-242f966bf1ca""}
"
1736767003321,"{""timestamp"": ""2025-01-13T11:16:43Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:43.321458\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""213.162.193.244\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""eu-central-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""ced98efb-a318-4d60-9e66-242f966bf1ca""}
"
1736767003390,"{""timestamp"": ""2025-01-13T11:16:43Z"", ""level"": ""INFO"", ""message"": ""Request through eu-central-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""ced98efb-a318-4d60-9e66-242f966bf1ca""}
"
1736767003391,"{""time"":""2025-01-13T11:16:43.391Z"",""type"":""platform.report"",""record"":{""requestId"":""ced98efb-a318-4d60-9e66-242f966bf1ca"",""metrics"":{""durationMs"":70.323,""billedDurationMs"":71,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
1736767010213,"{""time"":""2025-01-13T11:16:50.213Z"",""type"":""platform.start"",""record"":{""requestId"":""bd9b7c0a-ce9c-41a0-a12c-a92002bce837"",""version"":""$LATEST""}}"
1736767010213,"{""timestamp"": ""2025-01-13T11:16:50Z"", ""level"": ""INFO"", ""message"": ""Received OCSP request of size 155 bytes from 193.145.230.x"", ""logger"": ""root"", ""requestId"": ""bd9b7c0a-ce9c-41a0-a12c-a92002bce837""}
"
1736767010214,"{""timestamp"": ""2025-01-13T11:16:50Z"", ""level"": ""INFO"", ""message"": ""{\""timestamp\"": \""2025-01-13T11:16:50.213673\"", \""source_client_ip\"": \""193.145.230.x\"", \""lambda_ip\"": \""169.254.66.x\"", \""destination_host\"": \""ocsp.xxxx.es\"", \""destination_ip\"": \""195.77.23.41\"", \""source_region\"": \""eu-north-1\"", \""destination_region\"": \""us-east-1\"", \""method\"": \""POST\"", \""request_url\"": \""http://ocsp.xxxx.es\""}"", ""logger"": ""network.connections"", ""requestId"": ""bd9b7c0a-ce9c-41a0-a12c-a92002bce837""}
"
1736767010333,"{""timestamp"": ""2025-01-13T11:16:50Z"", ""level"": ""INFO"", ""message"": ""Request through us-east-1 successful with status 200"", ""logger"": ""root"", ""requestId"": ""bd9b7c0a-ce9c-41a0-a12c-a92002bce837""}
"
1736767010334,"{""time"":""2025-01-13T11:16:50.334Z"",""type"":""platform.report"",""record"":{""requestId"":""bd9b7c0a-ce9c-41a0-a12c-a92002bce837"",""metrics"":{""durationMs"":121.734,""billedDurationMs"":122,""memorySizeMB"":256,""maxMemoryUsedMB"":56},""status"":""success""}}"
